,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Weights_1,0.04369306111952753,0.6070439415205554,0.05856265212100453,0.8922378738511615,0.5503248961526662,0.5855662152439265,0.055108604510858306,0.31218378969349103,0.10108960969583303,0.7484722603370335,0.664763272027496,0.49173381051111487,0.6684547436540256,0.09538665323053774,0.45703425726765956,0.5861003291234701,0.7701714949024341,0.09566685405354824,0.6753786467359003,0.23294136078286365,0.25669905417246863,0.7911706846949185,0.8118868469078209,0.06798830229801722,0.9953756041233909,0.4705318185214693,0.9982367411322562,0.5382988288230652,0.19788209974717053,0.12224255937138784,0.5575442422329985,0.3448950642758475,0.5856297883774307,0.49529695934223905,0.46141553298961124,0.8885520110225066,0.7055583783016414,0.6740339839516,0.048999763107872574,0.40603447070528764,0.5555976694023453,0.4898733692343634,0.15642161864743243,0.9769602673489648,0.9034978162284364,0.023275526067727648,0.760889452007063,0.7993232212414526,0.19315250669887596,0.4451795778082126,0.03732914894916939,0.19642771852413565,0.3545452527657743,0.23609810199795533,0.7842368328129617,0.7848483895594146,0.12424809086353839,0.5362997987813233,0.6548304149321221,0.022163970161177327,0.3798866135385711,0.7869822574064509,0.8436791232847844,0.31112827960378275,0.9152484984543493,0.16602158808454648,0.6524969496734855,0.0036040033341329103,0.11822409248246468,0.420582125904718,0.7587705833378042,0.10606291911602972,0.5399083951657055,0.06082195787352451,0.8417685893451928,0.7628701000591115,0.11599549399607267,0.6308449798259093,0.24126798266505156,0.8550949173646731,0.2885432997322378,0.01674738678329235,0.5804624626698967,0.04352655727784871,0.05882203022721,0.2142274858240808,0.0009793253112615474,0.5213335014503401,0.11684065523306286,0.243135522117375,0.1805448756396023,0.030565749745684156,0.3169822157561374,0.8521130527820344,0.40927878751456936,0.08591104114966497,0.058347390971271174,0.3985276726351632,0.5027169841434009,0.9142189864679318
Biases_1,0.21314448027788258,0.0594595191426559,0.75309188001393,0.5200277999006279,0.6394537027866435,0.684916438813995,0.6818583826487196,0.44578769569971866,0.46376288613119565,0.9645179779909324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_2,0.5213252630857855,0.4437163167935202,0.8491482502921354,0.17019326704155213,0.07156509931553268,0.11555732366548555,0.8479420726723427,0.18952019455099267,0.7488163098496474,0.7141503895000195,0.6524387656616494,0.6358717520350462,0.1043971292669682,0.7872076191550467,0.47448536574482225,0.5149992881826305,0.192209617004372,0.4540761526291046,0.31685707777799066,0.18847248388322768,0.741577948141379,0.09698396485245941,0.957875266076463,0.9390278689160302,0.4927840735697029,0.8454001137314527,0.23926067511451765,0.931868754564633,0.43793060905272574,0.19897840858019722,0.9909074999976331,0.0031475750751411846,0.13011520264335164,0.38529981798724544,0.6708250206351131,0.8587719788645821,0.34435753343314746,0.783472917434107,0.12849906575637216,0.09913994060300269,0.6830530154421082,0.3309769271321934,0.6726098746783317,0.8851055880180618,0.022630488279814287,0.713380769826312,0.8160652049698324,0.7262493755193173,0.1782764480461726,0.5673612109208388,0.17555000742440996,0.005470821346211352,0.8438975838470533,0.25763371650202305,0.05893418534216732,0.1663093419750843,0.046678713647212766,0.9426621169915069,0.5688551994295238,0.4440989914112189,0.9939672695506426,0.3373037589440929,0.5400371206612468,0.5472189404327679,0.7424157014031424,0.6473194241742897,0.6051472686350814,0.6263959683535961,0.18543763871585872,0.6263018894432084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biases_2,0.4370571549094876,0.15888864425768767,0.391461535876816,0.36356847789625024,0.3518046789159307,0.5319845032616157,0.12008607802615034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_3,0.08309795945204501,0.2896391607941221,0.8357890536776033,0.3563357581380425,0.7083462335379963,0.859855330278064,0.6457629796071649,0.40859683058980223,0.5739787777193254,0.7013259824981116,0.5201918009410114,0.28888821932995234,0.23886766934272152,0.06979641024603656,0.666793880948746,0.8892103767776129,0.2462345365573222,0.2938635992533317,0.8992430157992402,0.5349924672200396,0.6119841741031046,0.7968099141400586,0.9901137179655388,0.5635792889538345,0.46399528728861417,0.05121167368230073,0.3999145677654464,0.17691594342201167,0.6012973268493246,0.18231350184874062,0.17124498913602504,0.8066036228583926,0.9964932162815274,0.6495668076427904,0.736233275785129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biases_3,0.9372615793239656,0.13233664528070466,0.9080051895952251,0.24003248837770452,0.7821537081452671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_4,0.0544598204893183,0.38091189233966816,0.5585027856033417,0.7134096186646154,0.9084809808703712,0.7415670105405656,0.2625408552540889,0.042089337890933165,0.28745642100276037,0.26337155675725177,0.13848910766946365,0.18859397843277326,0.923277802063518,0.6602429145329007,0.6515130719656521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biases_4,0.40511053910109185,0.6373655007119435,0.061225296147442876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_5,0.44153507037734485,0.4347119721473195,0.8801672913267732,0.61569823833122,0.5126710112540075,0.30795109062487713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitnessValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
