,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Weights_1,0.039996068843864974,0.1498393115562704,0.7207690576265465,0.5704272789611768,0.8852588054935436,0.5263495260517935,0.5528289403544449,0.3646274044634483,0.9619046240739215,0.8989140408916054,0.1270434736187902,0.7196095969405638,0.8011623580410477,0.5297790612516196,0.2951915873677279,0.24341434373461768,0.5018237188934306,0.02861981028130922,0.640433381030729,0.9869043940234825,0.17097144883511284,0.7590081403457989,0.5988961117323187,0.9563958933249795,0.628750926711373,0.9272503948546936,0.15041262895385055,0.814323692612715,0.376334778205493,0.23089888723272167,0.21981564162923328,0.7997450410446433,0.028900556096039254,0.09267789068724575,0.6389047483301777,0.027185817882453223,0.33365200523965144,0.5045849593809935,0.9802928446850535,0.18241205977206876,0.6688905281388724,0.011090314472546492,0.19847550036976114,0.7767849106624141,0.807958390312215,0.17698580206436731,0.5123372877104163,0.7063874664970199,0.05754229908318609,0.5786368769204401,0.029851025809917164,0.4568736721385105,0.0930800353864083,0.133966613481886,0.7670887867602594,0.7185896669273144,0.43142811099109124,0.732782391503956,0.6994761917356901,0.5239082521355777,0.32123795212060113,0.6696682766224584,0.027750415191990063,0.389398369781354,0.26868725041283736,0.6006418480800608,0.40707859945513114,0.36673870285351073,0.6379233661187624,0.6738530126406413,0.5879994053876442,0.3676463744315669,0.42971899540409153,0.8968966196409778,0.04879269676188558,0.012938692501938132,0.7474785979748565,0.8795822493586375,0.7419236551801939,0.11389727137771932,0.5952469359093561,0.7104327963003313,0.12217222144420159,0.5261368786262595,0.08466770238642507,0.46392768204033485,0.39086562029036875,0.34754611548440073,0.43011343622526144,0.34202395235659655,0.06799067872067999,0.8178474559733049,0.2409566973397218,0.7173667887070532,0.6839620450805257,0.3126989548219343,0.6831860936179927,0.27191185468471535,0.4686155243493111,0.5655762377374606
biasesOne,0.4917764988202762,0.1397328065653234,0.07701764814458611,0.6526745740183287,0.9358886810528771,0.15872348151295124,0.6267296151628101,0.8669286999259583,0.5793310772493385,0.7594085192835354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_2,0.8741051490880304,0.8935219564178527,0.620154656484915,0.011502218492459249,0.574059495998065,0.7666862434160231,0.040842824064117544,0.20386530711055395,0.5297196554221444,0.1951767515903866,0.08955297972964682,0.601165724297934,0.779890668290496,0.7248639700256417,0.19536149823512416,0.20122930314706244,0.219389933593235,0.14936067603929404,0.6521679968411653,0.44434264201278983,0.43555826019343225,0.2438755614988316,0.8594854433492702,0.007413158520020224,0.981556650868035,0.5178460104167845,0.9181773175245098,0.38462989105497625,0.9737088255718752,0.9874092025548159,0.48449705973182644,0.3344387203424559,0.013203296969898415,0.9783296766371486,0.9490759342322557,0.47497115319637717,0.5128179174760674,0.11662672959343967,0.3393662724300639,0.943400712650735,0.7028157991897394,0.7027743007492979,0.28376776406808846,0.9226410559661621,0.4887918805960857,0.4943383678873433,0.9771812402921328,0.2951926452337196,0.0865000249495933,0.06368089968336288,0.00871487027195117,0.5725762197919978,0.3455501636019198,0.27637451368839405,0.09503663009662822,0.536072887420244,0.6265952348772409,0.19926210185492588,0.6007623829098525,0.8459610440919545,0.7414909639249003,0.5689977404162283,0.672399089509134,0.9221359426800833,0.7704010196791383,0.2997966568271423,0.7227996847219295,0.24714615097853943,0.4896483223931176,0.33669668425034316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesTwo,0.7816656356773692,0.04216695515505264,0.36482404771953814,0.7279802136921161,0.7907919073012571,0.4511465826923482,0.35443922997408694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_3,0.25455946398963114,0.3704336095039771,0.0620219886275839,0.25458032340020753,0.7139754823813059,0.2803462829275025,0.45599400288426273,0.9876487686144036,0.6064065674858689,0.001730097715509471,0.2978822421393439,0.7090556156455315,0.5493970356365278,0.8342235109224212,0.9095931032863271,0.7320421382434328,0.45233517702664305,0.8057994699998153,0.5944115922528345,0.9045519127199237,0.3805126977530572,0.2652773934171768,0.5811455901651226,0.44862506748598263,0.6302350190715148,0.8901583849174322,0.7797490699664938,0.4671586222555455,0.1477569915555066,0.5147775386407429,0.42868154036232964,0.0631363053138686,0.9591830078013827,0.7305403679934622,0.8820441148731812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesThree,0.3244914894938614,0.26754982451965026,0.22417235258395007,0.8924779792125396,0.5156471551432142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_4,0.13470767342466206,0.02730810201056688,0.09683411793813934,0.11573625954344857,0.5307077816637525,0.8490476218773537,0.9647808002380163,0.5471961053286433,0.7412383987187535,0.40982270939059495,0.4998878456324334,0.49389984255930874,0.1762330340405226,0.7442016321530041,0.7258914992968709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesFour,0.5174451986071598,0.7864164938217978,0.03268626250578721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_5,0.9989137546202533,0.15868040621345314,0.45257100920274174,0.06655531433050954,0.8826508227385143,0.9390329156918656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitnessValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
