,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Weights_1,0.9574621203779585,0.2797399685447083,0.34894692622381607,0.8480319239137041,0.8212744879670585,0.09592827204516285,0.6712802370192837,0.0042174197632116606,0.6688111830599852,0.8955136311430765,0.21049909027509517,0.7753440816852183,0.24581741450052863,0.8264105947083037,0.46456506608249715,0.14124642717749414,0.4152687332407117,0.04781410316785384,0.18950789535945411,0.09368224777919465,0.4659338792334642,0.8153294561523439,0.10420060748028093,0.59228081634519,0.1211649177131825,0.9998081703000401,0.3131992824240003,0.11169770589471584,0.4115778852770311,0.576829649873836,0.13843142313403622,0.9496057244009506,0.8981724294267379,0.32430752909126315,0.6803284070618237,0.045171536243932664,0.47944289193684453,0.8094993660443991,0.6607042011225526,0.3008383062328187,0.9118859074307981,0.765886499567837,0.6446593697267843,0.29768185412533055,0.7778272192844283,0.2926288815803121,0.03674054401987403,0.31460733396226725,0.4270855460868477,0.4921789190602184,0.21198612516399507,0.09766253417070936,0.987361439701483,0.6408099839620995,0.5470573603869398,0.9567316494688927,0.6256009113913115,0.14120284873026734,0.9084069747230373,0.5728831390595054,0.520953359559284,0.6698528674224156,0.4556246265551458,0.1495583572233552,0.14160791790941896,0.009079204463424362,0.6137826316211564,0.42437912990854754,0.9086521202979256,0.9738671621743475,0.06026863444151487,0.9451211676016065,0.5529887948279739,0.9326986686332686,0.326128791894308,0.6098174707000852,0.8904880460517136,0.06360837561901822,0.9908402021183834,0.16638731301294796,0.00482438445911082,0.8047850178416536,0.164815423584588,0.20666501594635922,0.5767366399216977,0.16489124726425597,0.736750419936397,0.9019133663617809,0.1943457475748075,0.49150619632493386,0.07852307188550045,0.16698711139313938,0.6692379528770738,0.75547898764793,0.15175386130546986,0.3407169798042662,0.37804231655079656,0.6072118981565645,0.534435776209452,0.6656194883749662
biasesOne,0.9895630389114464,0.62974052796569,0.1572147505425613,0.7803108614164068,0.5005190345570109,0.15692760845371267,0.559396750271831,0.6607459433943454,0.702667852326559,0.46750308732614465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_2,0.663097024201649,0.40295919203774355,0.9009944083120003,0.4194002012381788,0.7588098314959885,0.4801617553560201,0.3764402474582017,0.32409377949253115,0.3204057587349505,0.47764165454031526,0.8342497879311275,0.8841512954684017,0.6468464915219192,0.5237549470451649,0.578710743584286,0.32806890363383345,0.9991867413591113,0.25159720614693637,0.10299996819016133,0.5905285179027954,0.23098391353331482,0.3612185982525481,0.10098991337643104,0.43978799299175775,0.7260599079284202,0.33604288939108695,0.23319022299848147,0.4956634765786869,0.16435506838381864,0.48419066667182253,0.051515145138644525,0.6952169412746104,0.7123865355412973,0.7825521171463028,0.4836538983822637,0.661914259361198,0.2297438150722937,0.9082149780303215,0.48350620186467297,0.2953295247092932,0.3880337513111637,0.15050642409489046,0.3858378770090005,0.8648348218648609,0.8833602027706806,0.5718289561209299,0.8265090631542744,0.37404363646906347,0.9833559468547004,0.29917328323053305,0.510807790274449,0.6414453099847193,0.2991687984086656,0.14227092581581702,0.6394330100628258,0.2542768968786123,0.8598430831347604,0.07891704441640357,0.2480869013034669,0.6872056298451839,0.46533615876294887,0.3384456733527025,0.8851148665069264,0.19965810211437296,0.04968689522728564,0.7426721433001592,0.6232358924277175,0.43597976921967063,0.5931348765293336,0.6652238053131513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesTwo,0.12858640381757525,0.9742326620702078,0.604840941401187,0.9035566928113732,0.3847471978559548,0.9769952634874859,0.6424517415363251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_3,0.030377333648800353,0.5797090136199649,0.08468972053900292,0.6830170342717516,0.5868135992924699,0.36744918768856716,0.9261795001224102,0.5610641654961055,0.1828158258615894,0.5069286865531804,0.11612809427673665,0.7372833815245646,0.3352499377190985,0.6527499692266766,0.11586986797594556,0.6989797569611724,0.28588424038162996,0.002675331095272404,0.7119038337018379,0.19241592139705221,0.8869800592175995,0.57427764119103,0.6907097793756687,0.2513911240832736,0.7272077868012589,0.8555702094680776,0.8888949133007342,0.9271001878073574,0.5994335009741093,0.23460520617909186,0.7718676875159199,0.055196828830698985,0.7867812686119694,0.7827525980702533,0.13049872537598028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesThree,0.2777312000071003,0.8836177161847716,0.8479442050589016,0.5049907910298398,0.7542266298465929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_4,0.4134592436853639,0.2911427226418122,0.7945703492940602,0.832224051714752,0.3296783779363821,0.09155086895442877,0.9046256744295523,0.4473034753441283,0.07779312533965854,0.47646779254834115,0.012870873200588107,0.3493025644022726,0.32750145360195115,0.5321336440688357,0.3715068721564858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesFour,0.9854428548913892,0.643321341526304,0.19710660126906543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_5,0.3847871847753783,0.9231877950606131,0.127129336605042,0.2142641710514125,0.6024103793993244,0.9969574724758777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitnessValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
