,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Weights_1,0.35906786996654505,0.6918806325663526,0.4944315538550086,0.0012429884147354686,0.9617533904648047,0.23648950253486678,0.38674558858379104,0.8645691973674808,0.8366769775315273,0.07576720380643198,0.5049764615579546,0.6057223435332572,0.30728752693940475,0.7183963199961801,0.22667368375514185,0.6350705215781849,0.8205133885527933,0.2150248201661531,0.11283729866435044,0.3683253943994559,0.6481230315836283,0.5877418144571026,0.9426971085474035,0.2813761664605414,0.418238321419929,0.629454391296612,0.8898700232962444,0.45634736591643643,0.5804337032092698,0.8078275377772898,0.2712813364651868,0.3945195312184412,0.9146378533655447,0.9252231442769195,0.7834810833412219,0.925506101233128,0.26247351466833446,0.9348853960039313,0.9839598335178462,0.9938972751728918,0.33182371667401633,0.7800487957752391,0.5083058443253763,0.5280572169475942,0.26970958051422067,0.5549564639882191,0.7586840315200538,0.3219528274787812,0.9685699150999766,0.6184287600506839,0.45108170340032716,0.08379831500646728,0.5468114448998724,0.10649965500219682,0.3629405636172248,0.14685106433479012,0.6127194819326839,0.7729030405980523,0.9162841519847926,0.13857363399620126,0.13753826183589934,0.3944954640741173,0.2907499415840624,0.37190914338648484,0.3463376927854902,0.2931614819442152,0.991034796299901,0.43835937582236784,0.9840107870141767,0.4586870987646764,0.21871657534760192,0.6533803555994843,0.36235103823141557,0.3646655103303508,0.020866267699974905,0.8423738937981197,0.2090823953379385,0.042895745682950515,0.03809010997822038,0.26669942806533975,0.46359007263108043,0.5964630651443431,0.16718824842175362,0.2283928453281746,0.6925489062065918,0.30799477120592167,0.48745361485190597,0.3741922550710146,0.530575520866549,0.3249026925315113,0.2081530658584878,0.9697384371767008,0.8897840763217805,0.877112596799952,0.11000813613589033,0.3566269946837506,0.6705932088682927,0.964996736600292,0.9665876758733314,0.807563937422095
biasesOne,0.1895692044396169,0.9325208847635659,0.16016418816297395,0.42864512728933357,0.1284481059348499,0.10651888277066057,0.029374374284977023,0.7263565725960424,0.43818909097554815,0.3383820524612292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_2,0.3113749706686234,0.7919574828319652,0.325880833914283,0.9694764112442995,0.7669501253692743,0.7819060080209519,0.18490933857648284,0.45897524180189075,0.39621657548802414,0.45661241074908687,0.43834695876106056,0.47001306934303677,0.8088752229450312,0.7841468356839155,0.02060590156121278,0.8717408226604256,0.057849525973288185,0.49079236083300914,0.7346788372460222,0.40882350103564324,0.5483348257424017,0.8739735108726117,0.9787457209285397,0.009371354278354449,0.8070110613657803,0.8004428007099249,0.21129953383028288,0.22657817435546257,0.7757198766332418,0.29284509534167524,0.7760006384288987,0.4541829675754485,0.10109734316485908,0.4373207581345844,0.18641606834192204,0.6362967110943498,0.15554805773594937,0.5219358095375112,0.3243661259166144,0.45088206865683556,0.3970247184984226,0.823689140452503,0.8231615338869628,0.30488683669288674,0.7891717296409664,0.1454447049451848,0.4514800165259445,0.4605707274041788,0.22506134544333622,0.36687482570100916,0.37085708496668157,0.48987600413323884,0.890138178266446,0.42423318712570157,0.5948874518116499,0.5226424174580776,0.7845099025545242,0.8137676477173136,0.9245699222385614,0.4059435060850122,0.17700368210266937,0.3858346593383405,0.009869165700659543,0.6506146086036523,0.5585354666549578,0.13967406091303336,0.13705047973799345,0.05358613506344678,0.8211772200237375,0.6257061598616411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesTwo,0.7832881221513455,0.9303717040439206,0.781411586160167,0.9779219523939703,0.6716250318636483,0.7511181176999191,0.5677044410451431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_3,0.8255486428215799,0.6142506889486453,0.5117030806502612,0.4462173101910888,0.6873206272891154,0.2655049858495142,0.44636061411229955,0.41253249101635536,0.02104848318168462,0.3778065395945045,0.8217225436811044,0.914413659919882,0.11826107372864747,0.2535061500242475,0.7436966246236885,0.12604390578702052,0.8774674956400486,0.7099848448982525,0.12119914225948836,0.3015371275366996,0.21932180964663006,0.41375314031308286,0.019537942221557025,0.7871928566472518,0.11105309289922871,0.8312902409151222,0.3498113064788182,0.5195807970322771,0.36813838633662666,0.5006522603940953,0.9682948111630141,0.3444708659895489,0.12424756052765784,0.8876739261520932,0.14197584287893528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesThree,0.010062269085570175,0.760926297744485,0.7727528697576942,0.6658248774805102,0.8282846970742214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_4,0.18160064437980994,0.4066566010177596,0.4083147509551237,0.09928239279196505,0.8456978117295336,0.23305785931206136,0.45309136843646347,0.41982572703177046,0.8067662505312582,0.6822347472331882,0.43003825769700055,0.19328726864698964,0.6262134163218983,0.3868309075239298,0.2197660649116414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesFour,0.23939139876713456,0.46631935722561535,0.019145378526554846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_5,0.07813018904522318,0.30351074668726585,0.7433746664052999,0.06989650115377188,0.8291723499047815,0.021260143972366752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitnessValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
