,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Weights_1,0.5494831461260111,0.9433993248345315,0.4012591549249168,0.6743448548396044,0.5188589391643417,0.6762993885309785,0.6253856615897214,0.8221408632087985,0.7741985978199111,0.9543982012582475,0.752030175964303,0.8485387766703711,0.04048741308512449,0.9943128747446842,0.3613168721103305,0.3597808809449594,0.2572487897224962,0.124966830729895,0.6313983862881909,0.19972097402998168,0.8191590767645166,0.7869286877319023,0.8814145318864468,0.6882648551430962,0.28834212989491925,0.16028406933588002,0.42770879535777784,0.9475754927433272,0.7804357885299185,0.011881371739873026,0.3048890805195915,0.5213317676138537,0.6403906165837285,0.8944484465330781,0.9519891696089231,0.24547996446824394,0.40331409998243195,0.13379295749983156,0.1570171238115332,0.5929586575962523,0.8526656757689143,0.9701922782883937,0.0005139117172875407,0.8191308866743319,0.34211634184870676,0.32147041075662375,0.934646970015055,0.7358817961787295,0.5822594185478978,0.8816242232668681,0.13498606446079675,0.6053100238505263,0.34520150529380533,0.3688551756578008,0.810021097226307,0.9131092539579876,0.3825813709174587,0.9038612429299321,0.08503611483754225,0.4698876509424963,0.9032339896977899,0.8126843934686966,0.818323778092232,0.6316897101124713,0.28582503137990245,0.35080140833410467,0.5162062165692612,0.5534645120953324,0.08693226482068428,0.7862223402068479,0.22037700443644703,0.41527707949944226,0.6533386899787584,0.6019166104327107,0.6566401391320404,0.4410491211090296,0.14925528590464243,0.5130279692674554,0.07221306805278072,0.5459418160675439,0.5797079761413113,0.4527548514807672,0.9402809208759138,0.4639880306417671,0.07277299272172211,0.34993477928689587,0.09164933426273691,0.7003419770268134,0.47127494544011694,0.40498939297723946,0.49438815962180416,0.6786527829186894,0.13212363061529553,0.16185430391762667,0.8345352496894398,0.7597039885693413,0.6122456079110314,0.4779104890434758,0.1600067198783508,0.7150051652222718
Biases_1,0.09516600678274534,0.3293060734465152,0.43303189493283467,0.9335339619216824,0.028949291695364754,0.04539855053773256,0.7673609539681485,0.11609480925061089,0.8481031249706483,0.2771774339882339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_2,0.15333930331838597,0.48660516723292324,0.7251166532192934,0.4733244591121891,0.11194158312310465,0.08041517145231059,0.779316272756801,0.5196370904016614,0.40300838053279475,0.8942848894686537,0.05980090700455987,0.11644278165659339,0.14011640122319924,0.6409054980692971,0.44394966525534396,0.3982160385179663,0.41921935543666045,0.17008202258051386,0.22457713246108102,0.5306770660923849,0.18165489685548042,0.7511433221456202,0.9224473401520772,0.12443383782483342,0.17399351724304046,0.2917505205918167,0.8719122725950613,0.37081358065061854,0.8597441233610218,0.6898984929484918,0.11995980877391399,0.21745510777964638,0.8496484168449873,0.7307542835974645,0.26191594502107296,0.7929896499627191,0.6234987449969255,0.8827566361653518,0.6179287654063729,0.013758185637504527,0.84747484700623,0.19758393609355906,0.6032573803491602,0.7706394655382811,0.6407749474157741,0.3276098361248291,0.8771792090673275,0.7851989044374843,0.5142165269233598,0.8415061430771166,0.3532108582214778,0.3939019614749336,0.4457654304698905,0.5520669640641305,0.8441809162898544,0.6991793867263383,0.07661592051350541,0.22364690824094702,0.05985172538249639,0.49273003368182977,0.2721121811875473,0.7892855188795587,0.5853531542336962,0.23183259860037608,0.9259886068411128,0.9802332533571878,0.5643860094934395,0.9091645053938707,0.067559695344245,0.3659502641209602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biases_2,0.2484539745600992,0.9112057295180472,0.2897228817486508,0.5190237577373924,0.5513930085575317,0.48680333988748026,0.17217064371235336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_3,0.6806669806623459,0.6952457814274838,0.08233881262139675,0.9521028210290755,0.22217555634436825,0.5580487590053403,0.5040225754935973,0.8515402238772576,0.08820900697807821,0.8027348261351712,0.6736551476172208,0.15671000269937652,0.3209294886541154,0.9878966594077766,0.669021617874492,0.5142946132621229,0.5523831920422168,0.4255068848625183,0.35259453904449867,0.8400129420806849,0.1463618755002355,0.2345432860297707,0.7424955767826733,0.44225030553221856,0.817111356946705,0.7094562607055406,0.6219356510087873,0.7489128658952015,0.8893282369483686,0.30870531383487243,0.4244109299025961,0.11853778670582171,0.45698329916268987,0.05405111925794093,0.1232515989965337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biases_3,0.5517603941459057,0.2548398169635473,0.10428061385912446,0.6796402653669323,0.1942707654690604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_4,0.7542359112500363,0.4788136794610488,0.868918857646951,0.6193698942801856,0.9938494680812067,0.39879240146446393,0.783752604673739,0.7386648500737749,0.14903813522037457,0.6816179879133575,0.5534344793322858,0.0458686749295264,0.6011354795223304,0.6910720585815279,0.45365055545258215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biases_4,0.36134195467924,0.18186233662987428,0.7227507425903591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_5,0.2847023380295499,0.4230658214065006,0.10168439609542057,0.11905118664501924,0.24783411177548775,0.611782180938144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitnessValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
