,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Weights_1,0.3119312605677166,0.1312403600021137,0.6368401186738122,0.3904357052835695,0.81822312329078,0.8364640456865665,0.0911485617157215,0.8379279428451422,0.2863324584667747,0.21920005060022119,0.6474966995606075,0.6973709550529293,0.8420823228999833,0.3558472759724375,0.34726641047909923,0.5889707981344747,0.6484327743473653,0.28966989773387697,0.4616882145009875,0.3176019550710233,0.6135320814054656,0.8776367437813716,0.5386074846684291,0.8946529952790259,0.6864999304528224,0.7120466169957735,0.5540135974963142,0.38681372666644886,0.9366539586056595,0.15812922405761387,0.9490647270173972,0.5184247810016884,0.7993853188908076,0.5401751587888342,0.0023020134051972008,0.16386502849225304,0.9412500554461951,0.5205502212653147,0.2747361222917478,0.9080863262669507,0.4283168467360662,0.2977480488358507,0.7743331793902781,0.6696152170391484,0.28962079568713006,0.8452445880597792,0.20034783098463427,0.6519461143482511,0.5000478151060508,0.9276785177376398,0.0033425659178655254,0.009416370128786489,0.953424077302514,0.22292920806679406,0.06189715192661538,0.1686181232412446,0.05521461062913646,0.6304674990190858,0.491782931280752,0.967180670004243,0.06739541288951578,0.5289159416615385,0.4403996063032114,0.8393687866346891,0.38380887129100516,0.7866147211772372,0.31807854744696196,0.0362475572352835,0.08093663390146122,0.9217699957907467,0.5067826085756695,0.7850905078789853,0.6117975788775617,0.9835962326710357,0.23110662294898654,0.24977171261326703,0.7148890162418784,0.6240009068028365,0.9957918439482458,0.808944258817279,0.20855838101606672,0.8065835483704626,0.6549810115940665,0.6967041466458183,0.03554941457853156,0.8196476102056346,0.7254753502504566,0.22332071736573544,0.9526714532822125,0.39432448572797674,0.877061955303719,0.1359590226370173,0.28960977901248586,0.3581080682281609,0.9212038528054161,0.12583933624957144,0.9404111362206847,0.5113075977765913,0.4648787569399022,0.14062409144035104
biasesOne,0.6530205766335209,0.03378315566628842,0.4619775437561683,0.7056735030187022,0.43648836721609785,0.10096717427358382,0.5735470339111355,0.2781595887963053,0.09781074697066339,0.6180214056365344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_2,0.33590160837149374,0.7537515530079781,0.5015521827041196,0.2599765708550126,0.44331126168522983,0.43913490772348374,0.08957381647819063,0.29065285531522866,0.06460809195401762,0.10514559793558642,0.7306341951812647,0.27887573161631596,0.39241144696817354,0.3492444840856198,0.5904126345162353,0.7461146645948417,0.46055872896822647,0.6230703686250607,0.06221189653817072,0.6459382886790743,0.3696830338989179,0.8459740044025382,0.5760075628675568,0.4861551415268991,0.8297791663448622,0.7781059745037945,0.08572097843907489,0.18893669476975217,0.5181210874322734,0.6078058501647096,0.7455683778240164,0.29309650097599027,0.6593043888435035,0.17488805560363863,0.9407288374780125,0.6007609399142825,0.6969889016982169,0.12847214985418143,0.594541278879568,0.9198668961153444,0.20868666335416375,0.8884181597924709,0.9814016639018336,0.280905774771703,0.3640907565338394,0.42520110706914604,0.9579056634094081,0.23175039679876874,0.8255199415737087,0.7784888763531196,0.4919176547671751,0.43688549289783196,0.002374377704146502,0.9384411097297685,0.232455068846266,0.7944453503127995,0.098664701363536,0.25983473466094675,0.4729813333965712,0.6316861046378567,0.37008954868615707,0.20141857813766584,0.8620055579339737,0.6155912335382704,0.39669593406798487,0.7117081655303136,0.1562453977521724,0.21925310236079776,0.990518506068775,0.38810154079748715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesTwo,0.14098693799535789,0.18288521080176534,0.043035097723823634,0.08664393677190263,0.19695653061247087,0.5638628377756607,0.7762877629807426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_3,0.2786122072914575,0.4596963042242219,0.9654318328617936,0.1464563092570892,0.20813465970985734,0.07340773329313488,0.5203637755204142,0.8475032217611139,0.0441908841448404,0.42220200472665437,0.5856551286984246,0.6682509188363286,0.6731279171813652,0.8660773134730809,0.16097097243663572,0.1284356349128919,0.47509089231688995,0.2223821296312385,0.37324512515981945,0.24477237935966734,0.7473830795649998,0.6156341809604805,0.06664747975617002,0.9116804747748699,0.14470290798617003,0.05518123452880874,0.2709601707294599,0.28021375932193426,0.8327009717204357,0.7436608802127234,0.12838613614976047,0.17498399997933067,0.4208998481964207,0.7734815469695261,0.8373861209100805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesThree,0.307171454348832,0.24984457640337887,0.3191997559814431,0.8585377426987505,0.04872047082023789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_4,0.7309381125007491,0.19605283851886357,0.16936362334082067,0.21293770967375403,0.34027489340391925,0.7350239572187311,0.9182588994520898,0.21617080466652505,0.4822437099141972,0.3134051437608393,0.9120105426547991,0.7883425740714437,0.41559182362469826,0.3684981695211976,0.5756973416042277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesFour,0.045429921422355024,0.5585168054718428,0.5784580674913327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_5,0.4771964115313668,0.10978532799375695,0.626882771563496,0.33262102425799445,0.1827868106502134,0.9129613519361494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitnessValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
