,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Weights_1,0.9285067188873224,0.9562632235112137,0.95946627753592,0.9247528336895275,0.1802824755299719,0.6612289123768608,0.5091024765679728,0.5025429678101969,0.3878891124946816,0.4187793240256007,0.48513035658190984,0.8443132965004438,0.021902961542643706,0.5030804412997787,0.4880230691177836,0.88784750659131,0.4540652044721176,0.6436938026620904,0.23364520443581982,0.814529982887832,0.6052266493107097,0.19512348266334922,0.06852755070643468,0.39210727977571114,0.26718363446635696,0.1530287407706694,0.8691613717064028,0.6748264256663222,0.01312373549108714,0.12524167813226827,0.7190421890119292,0.8019229256842685,0.13250737284417158,0.9931366348045817,0.6420978711105724,0.1581499118683013,0.67487665530927,0.6283698643869973,0.3193969328424894,0.2910505798750527,0.8800383804165542,0.20760165932450392,0.84805803260811,0.3658866705088516,0.5388873238742983,0.5226326342040853,0.5614849382831357,0.522776856279872,0.11500188172866965,0.0767915849122166,0.30322694317725196,0.262796158059037,0.5996993324793072,0.904043592411358,0.27873828308686477,0.26977769796276363,0.19957193118961192,0.5658410765271109,0.4614103634337744,0.255550671938486,0.41590892434398274,0.8004113193957589,0.8937251801032562,0.6354379785633617,0.2445533525531609,0.5534850914475897,0.27825141366106143,0.17866075168876194,0.07804284914369031,0.8380759025600932,0.7642007379318049,0.6963315066230089,0.29708752376776426,0.37814426902475884,0.7245587108360221,0.3564062025478181,0.34277461175838797,0.8999363220990323,0.1069682923469325,0.446715658016971,0.8746944929624536,0.4905438277165719,0.41519899003134386,0.4682562756870703,0.02236500270009134,0.9407812416492073,0.08525440713809784,0.8626298234740579,0.18958959176344137,0.5268323907241881,0.8189786281533443,0.7656542046538737,0.33561892795495596,0.2627321901558044,0.5208086318100511,0.7393580777086834,0.15726567792489587,0.37547453031764444,0.8081151713382122,0.5686665236753886
biasesOne,0.783446062841437,0.6602743520373643,0.4525860496260832,0.6607981480057725,0.7972175758780314,0.6421904505456576,0.1631337191474619,0.6683068323570581,0.39178068605308514,0.16037471164850525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_2,0.5162444488449507,0.10943265894979903,0.6293905555532846,0.107807419114471,0.706225331097978,0.6850599844001084,0.3728105143435647,0.6459473749741221,0.22565223533192658,0.563400563986609,0.3180781535013194,0.33976913863820324,0.18231589828154882,0.7233866393176267,0.18583338982016906,0.7307744915863282,0.41648493705709766,0.8094867168716249,0.5810959925036038,0.05738208857502314,0.6675714837079116,0.2926268788403449,0.01119237958436159,0.9790990630760593,0.29980362230371993,0.949400845277514,0.6856717461519034,0.4609818211901979,0.17407877885127032,0.5920297603146661,0.1250485093811834,0.717773780868083,0.9431260814878614,0.011683101469279533,0.7861676475979603,0.8028859721503887,0.7982970558085879,0.36554402568970157,0.7214186674652742,0.4179875688060526,0.004316451047216785,0.33013276116683077,0.2798838794813434,0.05884208765728771,0.910005240117915,0.29528082301486436,0.15207395494610354,0.2085852936664082,0.9145032554365551,0.759353789165628,0.640049242195977,0.041933231579901475,0.22935392484289396,0.6195388679088937,0.11821310581953726,0.009924760512908137,0.9754400129627718,0.1315468625011359,0.7743617680440319,0.6921121208061657,0.6537158645006651,0.520123880044357,0.44325913273323014,0.013591188325699277,0.22560949725382173,0.8455968510506247,0.0646047502822531,0.9156811012467643,0.6872413657423597,0.07199765313415307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesTwo,0.3938097069186023,0.3789807525869544,0.20044383152290102,0.17832521921619116,0.003052786304701627,0.4111081234948496,0.1747164852363472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_3,0.7358858355365336,0.0813794822136964,0.8524848231340416,0.8278947748411117,0.03809332492782724,0.7941054944198866,0.15802423741714,0.9720430525370107,0.5022637510090094,0.18063139800455175,0.1324346246643191,0.32235710690797814,0.6006532765901496,0.5895274492606355,0.8576088706941437,0.06644870012139259,0.0739354969681596,0.8584319408031722,0.24431059717413084,0.8765839312797988,0.41349051447032514,0.6761218222013802,0.15157090945041096,0.8766596685345822,0.655585282185275,0.5296111766235843,0.44938211924051075,0.6220326163986309,0.2506925203576704,0.1596555440325178,0.6351491593796932,0.2030842231988924,0.8643739545152272,0.7600843353223822,0.5192795476166392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesThree,0.8792167690902215,0.5489184956207178,0.1934043297627016,0.2052788614065174,0.7626766945329594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_4,0.8714887774825321,0.6178552024010884,0.551720559409577,0.4107002968162311,0.7131879929128987,0.8477665320509444,0.7725049623388219,0.923503877657449,0.6994425932551582,0.22907467549933203,0.17911847083926613,0.4764988299740358,0.38258590347316623,0.8795241207770996,0.030286685521223933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesFour,0.35607792022587836,0.6534421955936291,0.6326581565820588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_5,0.3630109160531897,0.23133229052078386,0.727977812974001,0.623001977977476,0.7781563936888,0.9158472609448363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitnessValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
