,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Weights_1,0.7694839156862204,0.7720937725030617,0.1097520092608324,0.19255829844803196,0.7130637673276026,0.6352940013602039,0.42477601869563497,0.8514156585123583,0.924661943087749,0.6266028873723042,0.5925652563650452,0.9457402210342457,0.030475256142207807,0.5162449776751298,0.7149841413586939,0.040840541118547735,0.9347448287363954,0.4825620697737455,0.6888299953415883,0.2829925190001924,0.12428731590976216,0.7069577756187886,0.4484501357204792,0.3065639960449533,0.8760140795412864,0.8553462068886082,0.04282066492511749,0.017101091806642543,0.24866906831011504,0.5034978351798787,0.6962358732203111,0.2003339321780876,0.015177977017153399,0.738159158383397,0.6969660599170262,0.7768987550044851,0.10991719565737934,0.9726149806195177,0.4389171148530825,0.5453340691580684,0.4730628916008771,0.9350672362789982,0.8329123096885086,0.9866555913372334,0.664950458341395,0.7404977290971984,0.673535571317459,0.15800144818259065,0.9538333637948628,0.24499707958470895,0.8703259878049827,0.1088344967262973,0.8825550498349458,0.7492401649679818,0.11045103553573521,0.8028176560048497,0.8235328164787378,0.6561750805192321,0.850987710329095,0.5841090713975876,0.7618990742319675,0.6568213124725475,0.03376863544210451,0.5282038855220594,0.4311226674562483,0.7150333698465772,0.09220758656051664,0.4574873414128884,0.1933090104494708,0.10265825475068602,0.5524739702836384,0.19211877449897974,0.7573906381503233,0.7688868865020704,0.2456568607895674,0.31638115722290183,0.27892298749427025,0.2617179441518681,0.5049465059824675,0.8755446434459955,0.052702452166841884,0.2891446445298974,0.22886965774657608,0.8921236186707111,0.6304831279880179,0.8726032572609758,0.5474143401802859,0.38142228599346073,0.7614104885765907,0.9687800631262087,0.3592285793562522,0.34228452789761954,0.3764724286968463,0.12053931075624058,0.06726628534217616,0.14117301426007678,0.6846307486727425,0.7932937079659893,0.2384392456251785,0.6263371612461186
biasesOne,0.6553372151061148,0.5582038855048972,0.6449179955275475,0.711576896122783,0.805071952680797,0.9804933616667265,0.8382357015781762,0.12088412359040124,0.5068795944795313,0.6181670520248926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_2,0.9217754848362675,0.7678546804491265,0.6374938241934697,0.22265381913522242,0.580356978613879,0.8994454362415633,0.047860897774535394,0.05628773698759337,0.05609658179990662,0.3390518047270489,0.31588772692202927,0.1313136942972467,0.4810420182301073,0.034558394090247524,0.5714591159233163,0.37040443018330216,0.9779275086540768,0.5294488282138461,0.37853604369502925,0.2810428627734386,0.5567897570550184,0.9562703081865125,0.37447048249833526,0.013190501201505,0.15157780183442726,0.1894348067423436,0.33843109115859726,0.505648665541633,0.16507709431721884,0.4866291203618893,0.9187150353148197,0.7582606495425452,0.6846297681858134,0.5464285728432349,0.18868103353804755,0.7395962056310731,0.49164038139584265,0.015058476356201833,0.18166672422851138,0.6806496402143498,0.42701154699216215,0.7076768384017469,0.46071012766674224,0.6276117176504742,0.6169388121530219,0.11454189569303652,0.30754834479250126,0.10906157039253839,0.6154361782795031,0.8250232686637088,0.8197722063205038,0.17661224814153564,0.031060057114950634,0.5664103110882984,0.8095078458900101,0.09860194118398746,0.7618526490722721,0.4520980096929824,0.7588085481219259,0.060878683644859044,0.6526071358436765,0.07552892343933915,0.5409840467919271,0.6051360711685044,0.07335257843100063,0.23055207479105277,0.47760916956734645,0.7479436009375735,0.679504328296103,0.607304097599055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesTwo,0.8273637618849999,0.8009089420093791,0.428855051576597,0.541532584824253,0.278991427580919,0.8151746959821531,0.318641757002743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_3,0.15791692329891593,0.8737394562180253,0.5686401502540096,0.3096067137008547,0.2646127657098537,0.40811696316249724,0.9630841232598928,0.4267410532155591,0.30981816138670637,0.9614523532587778,0.9459300155400073,0.24788166380248722,0.9010895761852228,0.8697009204994259,0.27513591601401344,0.8605095843353658,0.2636606019419995,0.42817933735210034,0.6825036485868502,0.260054636702187,0.9366339241199896,0.6766123554763069,0.42668735383239687,0.394895489783736,0.0657262761412587,0.3943914286233038,0.9505936212085516,0.5934874394105357,0.7165050588042923,0.25364557235531504,0.26309871967466814,0.039943194964186635,0.5533776898466456,0.5538338765086446,0.8872713270214484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesThree,0.7555669536398886,0.35386806248207603,0.4100287031900772,0.8753127003945191,0.8740135542106628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_4,0.5550115967219109,0.07940172295055437,0.7200948606743216,0.5173960859949134,0.901806851520636,0.04810638996138861,0.15659112272108922,0.13693869369658085,0.35094329333817387,0.03172884578442281,0.07523722209104,0.44256945976934725,0.7702494015944094,0.42772081442749654,0.18469172739812356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biasesFour,0.02014601427312801,0.3478885062953899,0.29358813735530975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weights_5,0.4127318230871866,0.7642453117905821,0.8610584244631065,0.2663295124329409,0.9328905004585603,0.4263051495928808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitnessValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
